UniqueID,TempID,Collector,Apidae,Diptera,Apicystis,Ascosphaera,Aspergillus,CrithidiaSpp,CrithidiaBombi,CrithidiaExpoeki,NosemaCeranae,NosemaBombi,Order,Family,Genus,SubGenus,Species,Determiner,Date,Lat,Long
SF5417,5417,HP,,,,,,,,,,,Diptera,Syrphidae,Syrphus,,opinator,A.Onos,7/27/19,38.591119,-121.968234
SF5418,5418,HP,,1,,,,,,,,,Diptera,Syrphidae,Paragus,,sp,A.Onos,7/27/19,38.591119,-121.968234
SF5419,5419,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/27/19,38.591119,-121.968234
SF5420,5420,HP,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/27/19,38.591119,-121.968234
SF5421,5421,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/27/19,38.591119,-121.968234
SF5422,5422,HP,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/27/19,38.591119,-121.968234
SF5423,5423,HP,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/27/19,38.591119,-121.968234
SF5424,5424,HP,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/27/19,38.591119,-121.968234
SF5425,5425,HP,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,7/27/19,38.591119,-121.968234
SF5426,5426,HP,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/27/19,38.591119,-121.968234
SF5427,5427,HP,,,,,,,,,,,,,,,,,7/27/19,38.591119,-121.968234
SF5428,5428,HP,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/27/19,38.591119,-121.968234
SF5429,5429,HP,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/27/19,38.591119,-121.968234
SF5430,5430,HP,,,,,,,,,,,,,,,,,7/27/19,38.591119,-121.968234
SF5431,5431,HP,,1,,,,,,,,,Diptera,Syrphidae,Syrphus,,opinator,A.Onos,7/27/19,38.591119,-121.968234
SF5432,5432,HP,1,,,,,1,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/27/19,38.591119,-121.968234
SF5433,5433,GS,,,,,,,,,,,,,,,,,7/27/19,38.6348936,-121.9974158
SF5434,5434,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Bombus,Pyrobombus,vosnesenskii,K.Watrous,7/27/19,38.576408,-121.971003
SF5435,5435,GS,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5436,5436,GS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/27/19,38.576408,-121.971003
SF5437,5437,GS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/27/19,38.576408,-121.971003
SF5438,5438,GS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/27/19,38.576408,-121.971003
SF5439,5439,ML,1,,,,,,,,1,,Hymenoptera,Apidae,Anthophora,,urbana,D. Yanega,7/27/19,38.576408,-121.971003
SF5440,5440,ML,1,,1,,,,,,,,Hymenoptera,Apidae,Anthophora,,urbana,D. Yanega,7/27/19,38.576408,-121.971003
SF5441,5441,ML,1,,1,,,,,,,,Hymenoptera,Apidae,Anthophora,,urbana,D. Yanega,7/27/19,38.576408,-121.971003
SF5442,5442,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5443,5443,ML,,,,,,,,,,,Diptera,Syrphidae,Eristalis,,arbustorum,A.Onos,7/27/19,38.576408,-121.971003
SF5444,5444,GS,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5445,5445,GS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.576408,-121.971003
SF5446,5446,GS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.576408,-121.971003
SF5447,5447,GS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.576408,-121.971003
SF5448,5448,GS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.576408,-121.971003
SF5449,5449,GS,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,volucris,A.Onos,7/28/19,38.576408,-121.971003
SF5450,5450,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.576408,-121.971003
SF5451,5451,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.576408,-121.971003
SF5452,5452,GS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.576408,-121.971003
SF5453,5453,GS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,7/28/19,38.576408,-121.971003
SF5454,5454,GS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.576408,-121.971003
SF5455,5455,GS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,7/28/19,38.576408,-121.971003
SF5456,5456,GS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.576408,-121.971003
SF5457,5457,GS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,7/28/19,38.576408,-121.971003
SF5458,5458,GS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.576408,-121.971003
SF5459,5459,GS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.576408,-121.971003
SF5460,5460,GS,,1,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,7/28/19,38.576408,-121.971003
SF5461,5461,GS,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,7/28/19,38.576408,-121.971003
SF5462,5462,GS,1,,1,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.576408,-121.971003
SF5463,5463,GS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.576408,-121.971003
SF5464,5464,GS,1,,1,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,7/28/19,38.576408,-121.971003
SF5465,5465,GS,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5466,5466,GS,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5467,5467,GS,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5468,5468,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5469,5469,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5470,5470,ML,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,7/28/19,38.576408,-121.971003
SF5471,5471,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5472,5472,ML,,1,,,,,,,,,Diptera,Syrphidae,Helophilus,,latifrons,A.Onos,7/28/19,38.576408,-121.971003
SF5473,5473,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5474,5474,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5475,5475,ML,,1,,,,,,,,,Diptera,Syrphidae,Eristalis,,arbustorum,A.Onos,7/28/19,38.576408,-121.971003
SF5476,5476,ML,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.576408,-121.971003
SF5477,5477,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5478,5478,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5479,5479,ML,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,7/28/19,38.576408,-121.971003
SF5480,5480,ML,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,7/28/19,38.576408,-121.971003
SF5481,5481,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5482,5482,ML,,1,,,,,,,,,Diptera,Syrphidae,Paragus,,sp,A.Onos,7/28/19,38.576408,-121.971003
SF5483,5483,ML,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.576408,-121.971003
SF5484,5484,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5485,5485,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5486,5486,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5487,5487,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5488,5488,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5489,5489,ML,,,,,,,,,,,,,,,,,7/28/19,38.576408,-121.971003
SF5490,5490,HP,,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5491,5491,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5492,5492,HP,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5493,5493,HP,,,,,,,,,,,Diptera,Syrphidae,Sphaerophoria,,sp,A.Onos,7/28/19,38.6774747,-121.9535178
SF5494,5494,HP,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/28/19,38.6774747,-121.9535178
SF5495,5495,HP,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,7/28/19,38.6774747,-121.9535178
SF5496,5496,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5497,5497,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5498,5498,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5499,5499,HP,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/28/19,38.6774747,-121.9535178
SF5500,5500,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5501,5501,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5502,5502,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5503,5503,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5504,5504,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,,tegulariforme,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5505,5505,HP,1,,,,,,,,,,Hymenoptera,Apidae,Ceratina,,acantha,K.Watrous,7/28/19,38.6774747,-121.9535178
SF5506,5506,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5507,5507,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5508,5508,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5509,5509,HP,1,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5510,5510,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5511,5511,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5512,5512,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5513,5513,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5514,5514,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,,tegulariforme,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5515,5515,HP,1,,1,,,,,,,,Hymenoptera,Apidae,Ceratina,,acantha,K.Watrous,7/28/19,38.6774747,-121.9535178
SF5516,5516,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,,tegulariforme,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5517,5517,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5518,5518,HP,,,,,,,,,,,Diptera,Syrphidae,Paragus,,sp,A.Onos,7/28/19,38.6774747,-121.9535178
SF5519,5519,HP,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,7/28/19,38.6774747,-121.9535178
SF5520,5520,HP,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,7/28/19,38.6774747,-121.9535178
SF5521,5521,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5522,5522,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5523,5523,HP,,1,,,,,,,,,Diptera,Syrphidae,Eristalinus,,aeneus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5524,5524,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/28/19,38.6774747,-121.9535178
SF5525,5525,ML,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/28/19,38.6774747,-121.9535178
SF5526,5526,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,,tegulariforme,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5527,5527,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5528,5528,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5529,5529,HP,1,,1,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5530,5530,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5531,5531,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,7/28/19,38.6774747,-121.9535178
SF5532,5532,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5533,5533,HP,1,,1,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/28/19,38.6774747,-121.9535178
SF5534,5534,HP,,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5535,5535,HP,,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5536,5536,HP,,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5537,5537,HP,,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5538,5538,HP,,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5539,5539,HP,,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5540,5540,HP,,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5541,5541,HP,,,,,,,,,,,,,,,,,7/28/19,38.6774747,-121.9535178
SF5542,5542,ML,,,,,,,,,,,Diptera,Syrphidae,Paragus,,sp,A.Onos,7/28/19,38.6774747,-121.9535178
SF5543,5543,HP,,,,,,,,,,,,,,,,,7/30/19,38.649792,-121.980569
SF5544,5544,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5545,5545,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5546,5546,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5547,5547,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5548,5548,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5549,5549,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5550,5550,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5551,5551,HP,1,,1,1,,,,,,1,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5552,5552,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5553,5553,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5554,5554,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5555,5555,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5556,5556,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5557,5557,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5558,5558,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5559,5559,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5560,5560,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,diversopunctatum,D.Yanega,7/30/19,38.649792,-121.980569
SF5561,5561,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Halictus,Halictus,ligatus,H.Cohen,7/30/19,38.649792,-121.980569
SF5562,5562,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5563,5563,HP,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5564,5564,HP,1,,1,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5565,5565,HP,1,,,1,,,,,,1,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5566,5566,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5567,5567,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5568,5568,HP,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/30/19,38.649792,-121.980569
SF5569,5569,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5570,5570,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5571,5571,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5572,5572,HP,,,,,,,,,,,,,,,,,7/30/19,38.649792,-121.980569
SF5573,5573,HP,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/30/19,38.649792,-121.980569
SF5574,5574,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5575,5575,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5576,5576,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5577,5577,HP,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/30/19,38.649792,-121.980569
SF5578,5578,HP,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/30/19,38.649792,-121.980569
SF5579,5579,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5580,5580,HP,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/30/19,38.649792,-121.980569
SF5581,5581,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5582,5582,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5583,5583,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5584,5584,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5585,5585,HP,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/30/19,38.649792,-121.980569
SF5586,5586,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5587,5587,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5588,5588,GS,,,,,,,,,,,,,,,,,7/30/19,38.649792,-121.980569
SF5589,5589,GS,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/30/19,38.649792,-121.980569
SF5590,5590,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5591,5591,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5592,5592,GS,1,,,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,7/30/19,38.649792,-121.980569
SF5593,5593,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5594,5594,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5595,5595,GS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,7/30/19,38.649792,-121.980569
SF5596,5596,GS,,1,,,,,,,,,Diptera,Syrphidae,Eristalinus,,aeneus,A.Onos,7/30/19,38.649792,-121.980569
SF5597,5597,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5598,5598,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5599,5599,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5600,5600,GS,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/30/19,38.649792,-121.980569
SF5601,5601,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5602,5602,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5603,5603,GS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,7/30/19,38.649792,-121.980569
SF5604,5604,GS,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,7/30/19,38.649792,-121.980569
SF5605,5605,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5606,5606,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5607,5607,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5608,5608,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5609,5609,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5610,5610,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5611,5611,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5612,5612,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5613,5613,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5614,5614,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5615,5615,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5616,5616,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,7/30/19,38.649792,-121.980569
SF5617,5617,GS,,,,,,,,,,,,,,,,,7/30/19,38.649792,-121.980569
SF5618,5618,GS,,,,,,,,,,,,,,,,,7/30/19,38.649792,-121.980569
SF5619,5619,GS,,,,,,,,,,,,,,,,,7/30/19,38.649792,-121.980569
SF5620,5620,GS,,,,,,,,,,,,,,,,,7/30/19,38.649792,-121.980569
SF5621,5621,GS,,,,,,,,,,,,,,,,,7/30/19,38.649792,-121.980569
SF5622,5622,ML,,,,,,,,,,,,,,,,,7/30/19,38.685497,-121.984531
